Scenario,rate,delta,variable,sector,subsector,labor,qualifier,value,solvestat
"P_ECF_solar",1.260000000,0.050000000,"employment","Agri","","LabUn","employment",32944.677083677,1.000000000
"P_ECF_solar",1.260000000,0.050000000,"Sectoral wage","Agri","","LabUn","Sectoral wage",1.552505987,1.000000000
"P_ECF_solar",1.260000000,0.050000000,"employment intensity","Agri","","LabUn","employment intensity",0.368409690,1.000000000
"P_ECF_solar",1.260000000,0.050000000,"employment intensity","Agri","","total","employment intensity",0.376328875,1.000000000
"P_ECF_solar",1.260000000,0.050000000,"output","Mine","","","output",18828.081212286,1.000000000
"P_ECF_solar",1.260000000,0.050000000,"Sectoral price","Mine","","","price",0.999899275,1.000000000
"P_ECF_solar",1.260000000,0.050000000,"employment","Mine","","LabSk","employment",23.243868637,1.000000000
"P_ECF_solar",1.260000000,0.050000000,"Sectoral wage","Mine","","LabSk","Sectoral wage",20.906870928,1.000000000
"P_ECF_solar",1.260000000,0.050000000,"employment intensity","Mine","","LabSk","employment intensity",0.001234532,1.000000000
"P_ECF_solar",1.260000000,0.050000000,"employment","Mine","","LabUn","employment",211.788935300,1.000000000
"P_ECF_solar",1.260000000,0.050000000,"Sectoral wage","Mine","","LabUn","Sectoral wage",13.386203767,1.000000000
"P_ECF_solar",1.260000000,0.050000000,"employment intensity","Mine","","LabUn","employment intensity",0.011248567,1.000000000
"P_ECF_solar",1.260000000,0.050000000,"employment intensity","Mine","","total","employment intensity",0.012483099,1.000000000
"P_ECF_solar",1.260000000,0.050000000,"output","PapMfg","","","output",12417.625737278,1.000000000
"P_ECF_solar",1.260000000,0.050000000,"Sectoral price","PapMfg","","","price",0.999960966,1.000000000
"P_ECF_solar",1.260000000,0.050000000,"employment","PapMfg","","LabSk","employment",20.832397597,1.000000000
"P_ECF_solar",1.260000000,0.050000000,"Sectoral wage","PapMfg","","LabSk","Sectoral wage",7.085150983,1.000000000
"P_ECF_solar",1.260000000,0.050000000,"employment intensity","PapMfg","","LabSk","employment intensity",0.001677647,1.000000000
"P_ECF_solar",1.260000000,0.050000000,"employment","PapMfg","","LabUn","employment",198.090550030,1.000000000
"P_ECF_solar",1.260000000,0.050000000,"Sectoral wage","PapMfg","","LabUn","Sectoral wage",4.829229718,1.000000000
"P_ECF_solar",1.260000000,0.050000000,"employment intensity","PapMfg","","LabUn","employment intensity",0.015952369,1.000000000
"P_ECF_solar",1.260000000,0.050000000,"employment intensity","PapMfg","","total","employment intensity",0.017630017,1.000000000
